,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
293,0 days 01:29:29.356000,RUS,63,71.849,14.0,1.0,,,0 days 00:00:17.932000,0 days 00:00:31.975000,0 days 00:00:21.942000,0 days 01:28:35.423000,0 days 01:29:07.398000,0 days 01:29:29.340000,298.0,224.0,270.0,297.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:28:17.507000,2025-06-29 13:35:10.300,1,5.0,False,,False,True
294,0 days 01:30:40.910000,RUS,63,71.554,15.0,1.0,,,0 days 00:00:17.921000,0 days 00:00:31.831000,0 days 00:00:21.802000,0 days 01:29:47.261000,0 days 01:30:19.092000,0 days 01:30:40.894000,,226.0,269.0,295.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:29:29.356000,2025-06-29 13:36:22.149,1,5.0,False,,False,True
295,0 days 01:31:52.817000,RUS,63,71.907,16.0,1.0,,,0 days 00:00:18.031000,0 days 00:00:31.983000,0 days 00:00:21.893000,0 days 01:30:58.925000,0 days 01:31:30.908000,0 days 01:31:52.801000,297.0,223.0,269.0,295.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:30:40.910000,2025-06-29 13:37:33.703,1,5.0,False,,False,True
296,0 days 01:33:04.492000,RUS,63,71.675,17.0,1.0,,,0 days 00:00:18.003000,0 days 00:00:31.998000,0 days 00:00:21.674000,0 days 01:32:10.804000,0 days 01:32:42.802000,0 days 01:33:04.476000,296.0,223.0,272.0,293.0,False,MEDIUM,17.0,True,Mercedes,0 days 01:31:52.817000,2025-06-29 13:38:45.610,1,5.0,False,,False,True
297,0 days 01:34:19.741000,RUS,63,75.249,18.0,1.0,,0 days 01:34:16.444000,0 days 00:00:18.055000,0 days 00:00:32.024000,0 days 00:00:25.170000,0 days 01:33:22.531000,0 days 01:33:54.555000,0 days 01:34:19.725000,,220.0,,290.0,False,MEDIUM,18.0,True,Mercedes,0 days 01:33:04.492000,2025-06-29 13:39:57.285,1,6.0,False,,False,False
298,0 days 01:35:47.618000,RUS,63,87.877,19.0,2.0,0 days 01:34:37.817000,,0 days 00:00:34.678000,0 days 00:00:31.512000,0 days 00:00:21.687000,0 days 01:34:54.403000,0 days 01:35:25.915000,0 days 01:35:47.602000,290.0,233.0,272.0,293.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:34:19.741000,2025-06-29 13:41:12.534,1,11.0,False,,False,False
299,0 days 01:36:58.526000,RUS,63,70.908,20.0,2.0,,,0 days 00:00:17.734000,0 days 00:00:31.558000,0 days 00:00:21.616000,0 days 01:36:05.336000,0 days 01:36:36.894000,0 days 01:36:58.510000,295.0,225.0,272.0,288.0,False,MEDIUM,2.0,True,Mercedes,0 days 01:35:47.618000,2025-06-29 13:42:40.411,1,10.0,False,,False,True
300,0 days 01:38:09.964000,RUS,63,71.438,21.0,2.0,,,0 days 00:00:17.708000,0 days 00:00:31.846000,0 days 00:00:21.884000,0 days 01:37:16.218000,0 days 01:37:48.064000,0 days 01:38:09.948000,293.0,221.0,271.0,291.0,False,MEDIUM,3.0,True,Mercedes,0 days 01:36:58.526000,2025-06-29 13:43:51.319,1,10.0,False,,False,True
301,0 days 01:39:21.253000,RUS,63,71.289,22.0,2.0,,,0 days 00:00:17.746000,0 days 00:00:31.830000,0 days 00:00:21.713000,0 days 01:38:27.694000,0 days 01:38:59.524000,0 days 01:39:21.237000,,223.0,272.0,293.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:38:09.964000,2025-06-29 13:45:02.757,1,9.0,False,,False,True
302,0 days 01:40:32.783000,RUS,63,71.53,23.0,2.0,,,0 days 00:00:17.754000,0 days 00:00:31.793000,0 days 00:00:21.983000,0 days 01:39:38.991000,0 days 01:40:10.784000,0 days 01:40:32.767000,296.0,223.0,273.0,295.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:39:21.253000,2025-06-29 13:46:14.046,1,9.0,False,,False,True
303,0 days 01:41:44.150000,RUS,63,71.367,24.0,2.0,,,0 days 00:00:17.721000,0 days 00:00:31.787000,0 days 00:00:21.859000,0 days 01:40:50.488000,0 days 01:41:22.275000,0 days 01:41:44.134000,305.0,223.0,278.0,303.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:40:32.783000,2025-06-29 13:47:25.576,1,9.0,False,,False,True
304,0 days 01:42:55.598000,RUS,63,71.448,25.0,2.0,,,0 days 00:00:17.317000,0 days 00:00:32.418000,0 days 00:00:21.713000,0 days 01:42:01.451000,0 days 01:42:33.869000,0 days 01:42:55.582000,321.0,221.0,278.0,317.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:41:44.150000,2025-06-29 13:48:36.943,1,8.0,False,,False,True
305,0 days 01:44:06.076000,RUS,63,70.478,26.0,2.0,,,0 days 00:00:17.271000,0 days 00:00:31.600000,0 days 00:00:21.607000,0 days 01:43:12.853000,0 days 01:43:44.453000,0 days 01:44:06.060000,307.0,224.0,273.0,304.0,True,MEDIUM,8.0,True,Mercedes,0 days 01:42:55.598000,2025-06-29 13:49:48.391,1,7.0,False,,False,True
306,0 days 01:45:17.248000,RUS,63,71.172,27.0,2.0,,,0 days 00:00:17.688000,0 days 00:00:31.694000,0 days 00:00:21.790000,0 days 01:44:23.748000,0 days 01:44:55.442000,0 days 01:45:17.232000,296.0,224.0,271.0,293.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:44:06.076000,2025-06-29 13:50:58.869,1,7.0,False,,False,True
307,0 days 01:46:28.586000,RUS,63,71.338,28.0,2.0,,,0 days 00:00:17.892000,0 days 00:00:31.656000,0 days 00:00:21.790000,0 days 01:45:35.124000,0 days 01:46:06.780000,0 days 01:46:28.570000,,226.0,272.0,291.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:45:17.248000,2025-06-29 13:52:10.041,1,7.0,False,,False,True
308,0 days 01:47:39.825000,RUS,63,71.239,29.0,2.0,,,0 days 00:00:17.876000,0 days 00:00:31.770000,0 days 00:00:21.593000,0 days 01:46:46.446000,0 days 01:47:18.216000,0 days 01:47:39.809000,297.0,226.0,273.0,293.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:46:28.586000,2025-06-29 13:53:21.379,1,7.0,False,,False,True
309,0 days 01:48:50.906000,RUS,63,71.081,30.0,2.0,,,0 days 00:00:17.782000,0 days 00:00:31.648000,0 days 00:00:21.651000,0 days 01:47:57.591000,0 days 01:48:29.239000,0 days 01:48:50.890000,300.0,224.0,273.0,297.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:47:39.825000,2025-06-29 13:54:32.618,12,7.0,False,,False,True
310,0 days 01:50:01.676000,RUS,63,70.77,31.0,2.0,,,0 days 00:00:17.730000,0 days 00:00:31.577000,0 days 00:00:21.463000,0 days 01:49:08.620000,0 days 01:49:40.197000,0 days 01:50:01.660000,299.0,226.0,272.0,295.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:48:50.906000,2025-06-29 13:55:43.699,1,7.0,False,,False,True
311,0 days 01:51:12.445000,RUS,63,70.769,32.0,2.0,,,0 days 00:00:17.780000,0 days 00:00:31.638000,0 days 00:00:21.351000,0 days 01:50:19.440000,0 days 01:50:51.078000,0 days 01:51:12.429000,,226.0,273.0,294.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:50:01.676000,2025-06-29 13:56:54.469,1,7.0,False,,False,True
312,0 days 01:52:22.990000,RUS,63,70.545,33.0,2.0,,,0 days 00:00:17.715000,0 days 00:00:31.543000,0 days 00:00:21.287000,0 days 01:51:30.144000,0 days 01:52:01.687000,0 days 01:52:22.974000,300.0,226.0,273.0,296.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:51:12.445000,2025-06-29 13:58:05.238,1,5.0,False,,False,True
313,0 days 01:53:33.480000,RUS,63,70.49,34.0,2.0,,,0 days 00:00:17.659000,0 days 00:00:31.462000,0 days 00:00:21.369000,0 days 01:52:40.633000,0 days 01:53:12.095000,0 days 01:53:33.464000,296.0,228.0,272.0,294.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:52:22.990000,2025-06-29 13:59:15.783,1,5.0,False,,False,True
314,0 days 01:54:43.717000,RUS,63,70.237,35.0,2.0,,,0 days 00:00:17.623000,0 days 00:00:31.406000,0 days 00:00:21.208000,0 days 01:53:51.087000,0 days 01:54:22.493000,0 days 01:54:43.701000,298.0,229.0,272.0,297.0,True,MEDIUM,17.0,True,Mercedes,0 days 01:53:33.480000,2025-06-29 14:00:26.273,1,5.0,False,,False,True
315,0 days 01:55:54.048000,RUS,63,70.331,36.0,2.0,,,0 days 00:00:17.638000,0 days 00:00:31.419000,0 days 00:00:21.274000,0 days 01:55:01.339000,0 days 01:55:32.758000,0 days 01:55:54.032000,,227.0,273.0,298.0,False,MEDIUM,18.0,True,Mercedes,0 days 01:54:43.717000,2025-06-29 14:01:36.510,1,5.0,False,,False,True
316,0 days 01:57:04.505000,RUS,63,70.457,37.0,2.0,,,0 days 00:00:17.619000,0 days 00:00:31.521000,0 days 00:00:21.317000,0 days 01:56:11.651000,0 days 01:56:43.172000,0 days 01:57:04.489000,293.0,228.0,272.0,294.0,False,MEDIUM,19.0,True,Mercedes,0 days 01:55:54.048000,2025-06-29 14:02:46.841,1,5.0,False,,False,True
317,0 days 01:58:14.932000,RUS,63,70.427,38.0,2.0,,,0 days 00:00:17.577000,0 days 00:00:31.515000,0 days 00:00:21.335000,0 days 01:57:22.066000,0 days 01:57:53.581000,0 days 01:58:14.916000,296.0,230.0,272.0,298.0,False,MEDIUM,20.0,True,Mercedes,0 days 01:57:04.505000,2025-06-29 14:03:57.298,1,5.0,False,,False,True
318,0 days 01:59:25.333000,RUS,63,70.401,39.0,2.0,,,0 days 00:00:17.603000,0 days 00:00:31.548000,0 days 00:00:21.250000,0 days 01:58:32.519000,0 days 01:59:04.067000,0 days 01:59:25.317000,,228.0,272.0,297.0,False,MEDIUM,21.0,True,Mercedes,0 days 01:58:14.932000,2025-06-29 14:05:07.725,1,5.0,False,,False,True
319,0 days 02:00:36.038000,RUS,63,70.705,40.0,2.0,,,0 days 00:00:17.700000,0 days 00:00:31.683000,0 days 00:00:21.322000,0 days 01:59:43.017000,0 days 02:00:14.700000,0 days 02:00:36.022000,300.0,226.0,271.0,298.0,False,MEDIUM,22.0,True,Mercedes,0 days 01:59:25.333000,2025-06-29 14:06:18.126,1,5.0,False,,False,True
320,0 days 02:01:46.770000,RUS,63,70.732,41.0,2.0,,,0 days 00:00:17.749000,0 days 00:00:31.669000,0 days 00:00:21.314000,0 days 02:00:53.771000,0 days 02:01:25.440000,0 days 02:01:46.754000,299.0,227.0,272.0,297.0,False,MEDIUM,23.0,True,Mercedes,0 days 02:00:36.038000,2025-06-29 14:07:28.831,1,5.0,False,,False,True
321,0 days 02:02:57.473000,RUS,63,70.703,42.0,2.0,,,0 days 00:00:17.733000,0 days 00:00:31.705000,0 days 00:00:21.265000,0 days 02:02:04.487000,0 days 02:02:36.192000,0 days 02:02:57.457000,296.0,227.0,272.0,296.0,False,MEDIUM,24.0,True,Mercedes,0 days 02:01:46.770000,2025-06-29 14:08:39.563,1,5.0,False,,False,True
322,0 days 02:04:08.056000,RUS,63,70.583,43.0,2.0,,,0 days 00:00:17.666000,0 days 00:00:31.638000,0 days 00:00:21.279000,0 days 02:03:15.123000,0 days 02:03:46.761000,0 days 02:04:08.040000,301.0,228.0,273.0,297.0,False,MEDIUM,25.0,True,Mercedes,0 days 02:02:57.473000,2025-06-29 14:09:50.266,1,5.0,False,,False,True
323,0 days 02:05:18.808000,RUS,63,70.752,44.0,2.0,,,0 days 00:00:17.747000,0 days 00:00:31.676000,0 days 00:00:21.329000,0 days 02:04:25.787000,0 days 02:04:57.463000,0 days 02:05:18.792000,300.0,227.0,273.0,297.0,False,MEDIUM,26.0,True,Mercedes,0 days 02:04:08.056000,2025-06-29 14:11:00.849,1,5.0,False,,False,True
324,0 days 02:06:33.031000,RUS,63,74.223,45.0,2.0,,0 days 02:06:29.755000,0 days 00:00:17.746000,0 days 00:00:31.605000,0 days 00:00:24.872000,0 days 02:05:36.538000,0 days 02:06:08.143000,0 days 02:06:33.015000,299.0,228.0,,295.0,False,MEDIUM,27.0,True,Mercedes,0 days 02:05:18.808000,2025-06-29 14:12:11.601,1,5.0,False,,False,False
325,0 days 02:07:59.870000,RUS,63,86.839,46.0,3.0,0 days 02:06:51.596000,,0 days 00:00:34.787000,0 days 00:00:30.850000,0 days 00:00:21.202000,0 days 02:07:07.802000,0 days 02:07:38.652000,0 days 02:07:59.854000,307.0,235.0,275.0,320.0,False,HARD,1.0,True,Mercedes,0 days 02:06:33.031000,2025-06-29 14:13:25.824,1,9.0,False,,False,False
326,0 days 02:09:09.242000,RUS,63,69.372,47.0,3.0,,,0 days 00:00:17.413000,0 days 00:00:30.822000,0 days 00:00:21.137000,0 days 02:08:17.267000,0 days 02:08:48.089000,0 days 02:09:09.226000,302.0,232.0,274.0,295.0,True,HARD,2.0,True,Mercedes,0 days 02:07:59.870000,2025-06-29 14:14:52.663,1,9.0,False,,False,True
327,0 days 02:10:18.774000,RUS,63,69.532,48.0,3.0,,,0 days 00:00:17.414000,0 days 00:00:30.938000,0 days 00:00:21.180000,0 days 02:09:26.640000,0 days 02:09:57.578000,0 days 02:10:18.758000,299.0,232.0,276.0,292.0,False,HARD,3.0,True,Mercedes,0 days 02:09:09.242000,2025-06-29 14:16:02.035,1,9.0,False,,False,True
328,0 days 02:11:28.597000,RUS,63,69.823,49.0,3.0,,,0 days 00:00:17.411000,0 days 00:00:31.114000,0 days 00:00:21.298000,0 days 02:10:36.169000,0 days 02:11:07.283000,0 days 02:11:28.581000,297.0,231.0,275.0,295.0,False,HARD,4.0,True,Mercedes,0 days 02:10:18.774000,2025-06-29 14:17:11.567,1,9.0,False,,False,True
329,0 days 02:12:38.559000,RUS,63,69.962,50.0,3.0,,,0 days 00:00:17.424000,0 days 00:00:31.289000,0 days 00:00:21.249000,0 days 02:11:46.005000,0 days 02:12:17.294000,0 days 02:12:38.543000,304.0,228.0,275.0,301.0,False,HARD,5.0,True,Mercedes,0 days 02:11:28.597000,2025-06-29 14:18:21.390,1,8.0,False,,False,True
330,0 days 02:13:48.449000,RUS,63,69.89,51.0,3.0,,,0 days 00:00:17.409000,0 days 00:00:31.337000,0 days 00:00:21.144000,0 days 02:12:55.952000,0 days 02:13:27.289000,0 days 02:13:48.433000,302.0,230.0,276.0,302.0,False,HARD,6.0,True,Mercedes,0 days 02:12:38.559000,2025-06-29 14:19:31.352,1,7.0,False,,False,True
331,0 days 02:14:58.425000,RUS,63,69.976,52.0,3.0,,,0 days 00:00:17.394000,0 days 00:00:31.272000,0 days 00:00:21.310000,0 days 02:14:05.827000,0 days 02:14:37.099000,0 days 02:14:58.409000,303.0,228.0,281.0,304.0,False,HARD,7.0,True,Mercedes,0 days 02:13:48.449000,2025-06-29 14:20:41.242,1,7.0,False,,False,True
332,0 days 02:16:08.326000,RUS,63,69.901,53.0,3.0,,,0 days 00:00:17.150000,0 days 00:00:31.403000,0 days 00:00:21.348000,0 days 02:15:15.559000,0 days 02:15:46.962000,0 days 02:16:08.310000,323.0,226.0,283.0,316.0,False,HARD,8.0,True,Mercedes,0 days 02:14:58.425000,2025-06-29 14:21:51.218,1,7.0,False,,False,True
333,0 days 02:17:18.105000,RUS,63,69.779,54.0,3.0,,,0 days 00:00:17.119000,0 days 00:00:31.446000,0 days 00:00:21.214000,0 days 02:16:25.429000,0 days 02:16:56.875000,0 days 02:17:18.089000,327.0,230.0,280.0,311.0,False,HARD,9.0,True,Mercedes,0 days 02:16:08.326000,2025-06-29 14:23:01.119,1,6.0,False,,False,True
334,0 days 02:18:27.843000,RUS,63,69.738,55.0,3.0,,,0 days 00:00:17.270000,0 days 00:00:31.315000,0 days 00:00:21.153000,0 days 02:17:35.359000,0 days 02:18:06.674000,0 days 02:18:27.827000,320.0,228.0,275.0,307.0,False,HARD,10.0,True,Mercedes,0 days 02:17:18.105000,2025-06-29 14:24:10.898,1,5.0,False,,False,True
335,0 days 02:19:37.774000,RUS,63,69.931,56.0,3.0,,,0 days 00:00:17.542000,0 days 00:00:31.227000,0 days 00:00:21.162000,0 days 02:18:45.369000,0 days 02:19:16.596000,0 days 02:19:37.758000,298.0,228.0,274.0,298.0,False,HARD,11.0,True,Mercedes,0 days 02:18:27.843000,2025-06-29 14:25:20.636,1,5.0,False,,False,True
336,0 days 02:20:47.627000,RUS,63,69.853,57.0,3.0,,,0 days 00:00:17.555000,0 days 00:00:31.251000,0 days 00:00:21.047000,0 days 02:19:55.313000,0 days 02:20:26.564000,0 days 02:20:47.611000,296.0,228.0,275.0,298.0,False,HARD,12.0,True,Mercedes,0 days 02:19:37.774000,2025-06-29 14:26:30.567,1,5.0,False,,False,True
337,0 days 02:21:57.425000,RUS,63,69.798,58.0,3.0,,,0 days 00:00:17.618000,0 days 00:00:31.142000,0 days 00:00:21.038000,0 days 02:21:05.229000,0 days 02:21:36.371000,0 days 02:21:57.409000,295.0,230.0,275.0,298.0,False,HARD,13.0,True,Mercedes,0 days 02:20:47.627000,2025-06-29 14:27:40.420,1,5.0,False,,False,True
338,0 days 02:23:07.150000,RUS,63,69.725,59.0,3.0,,,0 days 00:00:17.516000,0 days 00:00:31.166000,0 days 00:00:21.043000,0 days 02:22:14.925000,0 days 02:22:46.091000,0 days 02:23:07.134000,300.0,232.0,277.0,299.0,False,HARD,14.0,True,Mercedes,0 days 02:21:57.425000,2025-06-29 14:28:50.218,1,5.0,False,,False,True
339,0 days 02:24:17.112000,RUS,63,69.962,60.0,3.0,,,0 days 00:00:17.540000,0 days 00:00:31.371000,0 days 00:00:21.051000,0 days 02:23:24.674000,0 days 02:23:56.045000,0 days 02:24:17.096000,297.0,232.0,275.0,298.0,False,HARD,15.0,True,Mercedes,0 days 02:23:07.150000,2025-06-29 14:29:59.943,1,5.0,False,,False,True
340,0 days 02:25:26.982000,RUS,63,69.87,61.0,3.0,,,0 days 00:00:17.492000,0 days 00:00:31.288000,0 days 00:00:21.090000,0 days 02:24:34.588000,0 days 02:25:05.876000,0 days 02:25:26.966000,300.0,230.0,275.0,298.0,False,HARD,16.0,True,Mercedes,0 days 02:24:17.112000,2025-06-29 14:31:09.905,1,5.0,False,,False,True
341,0 days 02:26:36.899000,RUS,63,69.917,62.0,3.0,,,0 days 00:00:17.602000,0 days 00:00:31.283000,0 days 00:00:21.032000,0 days 02:25:44.568000,0 days 02:26:15.851000,0 days 02:26:36.883000,302.0,229.0,275.0,298.0,False,HARD,17.0,True,Mercedes,0 days 02:25:26.982000,2025-06-29 14:32:19.775,1,5.0,False,,False,True
342,0 days 02:27:47.006000,RUS,63,70.107,63.0,3.0,,,0 days 00:00:17.557000,0 days 00:00:31.313000,0 days 00:00:21.237000,0 days 02:26:54.440000,0 days 02:27:25.753000,0 days 02:27:46.990000,301.0,231.0,274.0,298.0,False,HARD,18.0,True,Mercedes,0 days 02:26:36.899000,2025-06-29 14:33:29.692,1,5.0,False,,False,True
343,0 days 02:28:57.179000,RUS,63,70.173,64.0,3.0,,,0 days 00:00:17.688000,0 days 00:00:31.396000,0 days 00:00:21.089000,0 days 02:28:04.678000,0 days 02:28:36.074000,0 days 02:28:57.163000,300.0,229.0,274.0,299.0,False,HARD,19.0,True,Mercedes,0 days 02:27:47.006000,2025-06-29 14:34:39.799,1,5.0,False,,False,True
344,0 days 02:30:07.410000,RUS,63,70.231,65.0,3.0,,,0 days 00:00:17.578000,0 days 00:00:31.441000,0 days 00:00:21.212000,0 days 02:29:14.741000,0 days 02:29:46.182000,0 days 02:30:07.394000,295.0,228.0,273.0,294.0,False,HARD,20.0,True,Mercedes,0 days 02:28:57.179000,2025-06-29 14:35:49.972,1,5.0,False,,False,True
345,0 days 02:31:18.026000,RUS,63,70.616,66.0,3.0,,,0 days 00:00:17.788000,0 days 00:00:31.586000,0 days 00:00:21.242000,0 days 02:30:25.182000,0 days 02:30:56.768000,0 days 02:31:18.010000,,229.0,274.0,291.0,False,HARD,21.0,True,Mercedes,0 days 02:30:07.410000,2025-06-29 14:37:00.203,1,5.0,False,,False,True
346,0 days 02:32:28.531000,RUS,63,70.505,67.0,3.0,,,0 days 00:00:17.759000,0 days 00:00:31.515000,0 days 00:00:21.231000,0 days 02:31:35.769000,0 days 02:32:07.284000,0 days 02:32:28.515000,296.0,230.0,275.0,295.0,False,HARD,22.0,True,Mercedes,0 days 02:31:18.026000,2025-06-29 14:38:10.819,1,5.0,False,,False,True
347,0 days 02:33:38.894000,RUS,63,70.363,68.0,3.0,,,0 days 00:00:17.604000,0 days 00:00:31.636000,0 days 00:00:21.123000,0 days 02:32:46.119000,0 days 02:33:17.755000,0 days 02:33:38.878000,294.0,229.0,275.0,294.0,False,HARD,23.0,True,Mercedes,0 days 02:32:28.531000,2025-06-29 14:39:21.324,1,5.0,False,,False,True
348,0 days 02:34:48.854000,RUS,63,69.96,69.0,3.0,,,0 days 00:00:17.528000,0 days 00:00:31.264000,0 days 00:00:21.168000,0 days 02:33:56.406000,0 days 02:34:27.670000,0 days 02:34:48.838000,302.0,232.0,275.0,302.0,False,HARD,24.0,True,Mercedes,0 days 02:33:38.894000,2025-06-29 14:40:31.687,1,5.0,False,,False,True
349,0 days 02:35:58.674000,RUS,63,69.82,70.0,3.0,,,0 days 00:00:17.494000,0 days 00:00:30.988000,0 days 00:00:21.338000,0 days 02:35:06.332000,0 days 02:35:37.320000,0 days 02:35:58.658000,304.0,231.0,260.0,303.0,False,HARD,25.0,True,Mercedes,0 days 02:34:48.854000,2025-06-29 14:41:41.647,1,5.0,False,,False,True
420,0 days 01:12:37.446000,VER,1,,1.0,1.0,,,,,,,,,,,,,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:11:08.287000,2025-06-29 13:18:01.080,124,,False,,True,False
